user_id,trade_date,trade_type,market,stock_symbol,quantity,price,trade_amount,commission,profit_loss,timestamp
user_0002,2025-07-29,buy,US,AAPL,89,431,38359,5.75385,0,2025-07-29T08:04:34.442539
user_0002,2025-07-27,sell,US,PYPL,4,230,920,0.13799999999999998,-131,2025-07-27T08:04:34.442543
user_0002,2025-07-25,sell,US,ROKU,53,174,9222,1.3833,-422,2025-07-25T08:04:34.442547
user_0002,2025-07-08,sell,US,PELOTON,98,384,37632,5.644799999999999,-17,2025-07-08T08:04:34.442559
user_0002,2025-07-07,buy,KR,기아,58,37836,2194488,329.17319999999995,0,2025-07-07T08:04:34.442563
user_0002,2025-06-29,sell,KR,한국전력,73,33944,2477912,371.68679999999995,13585,2025-06-29T08:04:34.442571
user_0002,2025-06-27,sell,KR,LG화학,58,180328,10459024,1568.8536,-1397918,2025-06-27T08:04:34.442575
user_0002,2025-06-19,buy,KR,NH투자증권,88,187375,16489000,2473.35,0,2025-06-19T08:04:34.442583
user_0002,2025-06-18,buy,KR,신한지주,61,60220,3673420,551.0129999999999,0,2025-06-18T08:04:34.442586
user_0003,2025-09-09,sell,US,SQ,84,192,16128,2.4191999999999996,207,2025-09-09T08:04:34.442618
user_0003,2025-09-05,sell,KR,우리금융지주,58,111731,6480398,972.0596999999999,349569,2025-09-05T08:04:34.442625
user_0003,2025-09-03,buy,US,ROKU,18,221,3978,0.5966999999999999,0,2025-09-03T08:04:34.442629
user_0003,2025-08-31,buy,KR,NH투자증권,46,157901,7263446,1089.5168999999999,0,2025-08-31T08:04:34.442633
user_0003,2025-08-26,buy,US,TSLA,3,81,243,0.036449999999999996,0,2025-08-26T08:04:34.442640
user_0003,2025-08-24,buy,US,UBER,87,163,14181,2.12715,0,2025-08-24T08:04:34.442644
user_0003,2025-08-13,sell,US,ROKU,55,464,25520,3.828,1051,2025-08-13T08:04:34.442652
user_0003,2025-08-12,buy,KR,카카오,86,198170,17042620,2556.3929999999996,0,2025-08-12T08:04:34.442656
user_0003,2025-08-11,sell,KR,신세계,47,181881,8548407,1282.2610499999998,1013021,2025-08-11T08:04:34.442659
user_0003,2025-07-30,sell,KR,롯데케미칼,41,84593,3468313,520.24695,-398789,2025-07-30T08:04:34.442669
user_0003,2025-07-27,sell,US,AMD,31,145,4495,0.6742499999999999,238,2025-07-27T08:04:34.442674
user_0003,2025-07-21,sell,KR,POSCO,85,112481,9560885,1434.13275,1494833,2025-07-21T08:04:34.442680
user_0003,2025-07-15,sell,US,PYPL,64,391,25024,3.7535999999999996,1047,2025-07-15T08:04:34.442687
user_0003,2025-07-06,sell,KR,LG화학,4,99073,396292,59.443799999999996,10721,2025-07-06T08:04:34.442695
user_0003,2025-06-27,sell,US,ROKU,40,96,3840,0.576,-255,2025-06-27T08:04:34.442703
user_0003,2025-06-12,buy,US,NVDA,57,182,10374,1.5560999999999998,0,2025-06-12T08:04:34.442714
user_0004,2025-09-04,buy,US,ROKU,2,209,418,0.06269999999999999,0,2025-09-04T08:04:34.442741
user_0004,2025-08-28,buy,KR,한국전력,74,71898,5320452,798.0677999999999,0,2025-08-28T08:04:34.442749
user_0004,2025-08-26,sell,KR,KT&G,27,49368,1332936,199.94039999999998,233760,2025-08-26T08:04:34.442753
user_0004,2025-08-12,sell,KR,POSCO,72,28494,2051568,307.73519999999996,-71521,2025-08-12T08:04:34.442764
user_0004,2025-08-04,sell,US,MSFT,75,278,20850,3.1275,-2654,2025-08-04T08:04:34.442771
user_0004,2025-07-26,buy,US,AMZN,43,237,10191,1.5286499999999998,0,2025-07-26T08:04:34.442779
user_0004,2025-07-20,sell,US,SQ,60,432,25920,3.8879999999999995,-4090,2025-07-20T08:04:34.442785
user_0004,2025-07-07,sell,KR,삼성전자,28,155132,4343696,651.5544,-61103,2025-07-07T08:04:34.442795
user_0004,2025-07-05,buy,KR,POSCO,57,112240,6397680,959.6519999999999,0,2025-07-05T08:04:34.442799
user_0004,2025-06-12,sell,US,AMZN,5,381,1905,0.28574999999999995,130,2025-06-12T08:04:34.442814
user_0005,2025-09-05,sell,KR,롯데케미칼,48,115727,5554896,833.2343999999999,-1047505,2025-09-05T08:04:34.442843
user_0005,2025-09-02,sell,US,UBER,51,399,20349,3.0523499999999997,-1613,2025-09-02T08:04:34.442849
user_0005,2025-08-30,buy,KR,롯데케미칼,81,32286,2615166,392.27489999999995,0,2025-08-30T08:04:34.442854
user_0005,2025-07-12,buy,KR,한국전력,89,144928,12898592,1934.7887999999998,0,2025-07-12T08:04:34.442883
user_0006,2025-09-07,sell,KR,SK하이닉스,30,125328,3759840,563.976,571492,2025-09-07T08:04:34.442925
user_0006,2025-09-05,sell,KR,LG화학,86,11915,1024690,153.7035,167849,2025-09-05T08:04:34.442930
user_0006,2025-08-29,buy,US,GOOGL,65,121,7865,1.1797499999999999,0,2025-08-29T08:04:34.442938
user_0006,2025-08-28,buy,US,INTC,51,327,16677,2.50155,0,2025-08-28T08:04:34.442942
user_0006,2025-08-21,buy,US,CRM,77,491,37807,5.671049999999999,0,2025-08-21T08:04:34.442948
user_0006,2025-08-19,buy,KR,KB금융,92,42473,3907516,586.1274,0,2025-08-19T08:04:34.442952
user_0006,2025-08-18,buy,KR,KT&G,4,124745,498980,74.847,0,2025-08-18T08:04:34.442956
user_0006,2025-08-12,sell,US,AAPL,96,491,47136,7.070399999999999,2989,2025-08-12T08:04:34.442963
user_0006,2025-08-11,sell,KR,LG화학,9,10671,96039,14.40585,6897,2025-08-11T08:04:34.442966
user_0006,2025-08-02,sell,US,ADBE,49,167,8183,1.22745,-836,2025-08-02T08:04:34.442974
user_0006,2025-08-01,sell,KR,NAVER,96,85892,8245632,1236.8447999999999,741840,2025-08-01T08:04:34.442978
user_0006,2025-07-31,sell,KR,롯데케미칼,94,148255,13935970,2090.3954999999996,1621635,2025-07-31T08:04:34.442982
user_0006,2025-07-25,sell,US,PELOTON,26,386,10036,1.5053999999999998,-1136,2025-07-25T08:04:34.442988
user_0006,2025-07-24,sell,US,ROKU,81,402,32562,4.8843,3121,2025-07-24T08:04:34.442992
user_0006,2025-07-07,buy,US,ADBE,48,121,5808,0.8712,0,2025-07-07T08:04:34.443004
user_0006,2025-07-01,sell,US,INTC,39,276,10764,1.6145999999999998,-141,2025-07-01T08:04:34.443010
user_0006,2025-06-29,sell,US,SPOT,66,72,4752,0.7128,453,2025-06-29T08:04:34.443015
user_0006,2025-06-28,sell,US,ADBE,33,290,9570,1.4354999999999998,192,2025-06-28T08:04:34.443018
user_0007,2025-09-03,buy,KR,카카오,12,188869,2266428,339.96419999999995,0,2025-09-03T08:04:34.443060
user_0007,2025-08-29,sell,US,SQ,82,161,13202,1.9802999999999997,-612,2025-08-29T08:04:34.443067
user_0007,2025-08-23,buy,US,SHOP,76,395,30020,4.502999999999999,0,2025-08-23T08:04:34.443073
user_0007,2025-08-21,buy,KR,카카오,1,29665,29665,4.44975,0,2025-08-21T08:04:34.443077
user_0007,2025-08-17,buy,KR,NAVER,37,190662,7054494,1058.1741,0,2025-08-17T08:04:34.443082
user_0007,2025-08-13,buy,US,GOOGL,55,205,11275,1.69125,0,2025-08-13T08:04:34.443087
user_0007,2025-08-09,buy,KR,NH투자증권,94,71054,6679076,1001.8613999999999,0,2025-08-09T08:04:34.443092
user_0007,2025-07-31,sell,KR,롯데케미칼,96,187917,18040032,2706.0047999999997,3356284,2025-07-31T08:04:34.443100
user_0007,2025-07-28,sell,US,ROKU,59,14,826,0.12389999999999998,-65,2025-07-28T08:04:34.443105
user_0007,2025-07-18,sell,KR,POSCO,52,87518,4550936,682.6403999999999,-423409,2025-07-18T08:04:34.443113
user_0008,2025-09-06,buy,KR,신한지주,74,44040,3258960,488.84399999999994,0,2025-09-06T08:04:34.443138
user_0008,2025-09-03,sell,US,SQ,29,201,5829,0.87435,-548,2025-09-03T08:04:34.443143
user_0008,2025-08-12,sell,US,PELOTON,49,254,12446,1.8668999999999998,2015,2025-08-12T08:04:34.443158
user_0009,2025-09-07,buy,US,AMZN,40,257,10280,1.5419999999999998,0,2025-09-07T08:04:34.443216
user_0009,2025-09-01,sell,KR,하나금융지주,3,116858,350574,52.586099999999995,31144,2025-09-01T08:04:34.443222
user_0009,2025-08-29,sell,US,ZOOM,59,397,23423,3.5134499999999997,-4184,2025-08-29T08:04:34.443227
user_0009,2025-08-24,buy,US,CRM,64,258,16512,2.4768,0,2025-08-24T08:04:34.443234
user_0009,2025-08-23,sell,KR,현대차,53,52940,2805820,420.873,199630,2025-08-23T08:04:34.443237
user_0009,2025-08-19,buy,KR,현대차,49,130640,6401360,960.204,0,2025-08-19T08:04:34.443243
user_0009,2025-08-18,buy,US,TSLA,12,422,5064,0.7595999999999999,0,2025-08-18T08:04:34.443246
user_0009,2025-08-09,buy,US,ADBE,25,457,11425,1.7137499999999999,0,2025-08-09T08:04:34.443253
user_0009,2025-07-29,buy,KR,KB금융,87,84239,7328793,1099.3189499999999,0,2025-07-29T08:04:34.443262
user_0009,2025-07-27,buy,US,META,96,394,37824,5.6735999999999995,0,2025-07-27T08:04:34.443265
user_0009,2025-07-24,sell,US,ADBE,26,169,4394,0.6590999999999999,-584,2025-07-24T08:04:34.443270
user_0009,2025-07-23,buy,US,META,33,283,9339,1.40085,0,2025-07-23T08:04:34.443273
user_0009,2025-07-17,sell,KR,하나금융지주,61,161739,9866079,1479.91185,-732770,2025-07-17T08:04:34.443279
user_0009,2025-07-13,buy,KR,SK하이닉스,30,54868,1646040,246.90599999999998,0,2025-07-13T08:04:34.443285
user_0009,2025-07-09,sell,KR,한국전력,73,44320,3235360,485.304,33260,2025-07-09T08:04:34.443290
user_0009,2025-06-21,buy,KR,기아,64,188731,12078784,1811.8175999999999,0,2025-06-21T08:04:34.443302
user_0010,2025-08-25,buy,KR,신한지주,25,84709,2117725,317.65875,0,2025-08-25T08:04:34.443337
user_0010,2025-08-13,sell,US,ZOOM,27,471,12717,1.9075499999999999,1686,2025-08-13T08:04:34.443346
user_0010,2025-07-17,sell,US,AAPL,35,261,9135,1.37025,1130,2025-07-17T08:04:34.443364
user_0010,2025-07-06,buy,KR,KT&G,57,173442,9886194,1482.9290999999998,0,2025-07-06T08:04:34.443374
user_0010,2025-06-17,buy,US,SHOP,45,267,12015,1.80225,0,2025-06-17T08:04:34.443388
user_0011,2025-09-05,sell,US,CRM,15,222,3330,0.49949999999999994,55,2025-09-05T08:04:34.443416
user_0011,2025-08-30,sell,KR,기아,80,37561,3004880,450.73199999999997,-177526,2025-08-30T08:04:34.443423
user_0011,2025-08-27,buy,KR,KB금융,37,80554,2980498,447.07469999999995,0,2025-08-27T08:04:34.443428
user_0011,2025-08-24,sell,KR,LG화학,46,34417,1583182,237.47729999999999,43790,2025-08-24T08:04:34.443432
user_0011,2025-08-22,buy,US,SHOP,77,27,2079,0.31184999999999996,0,2025-08-22T08:04:34.443437
user_0011,2025-08-21,sell,US,NVDA,81,436,35316,5.2974,5131,2025-08-21T08:04:34.443440
user_0011,2025-08-18,sell,US,TSLA,92,59,5428,0.8141999999999999,-117,2025-08-18T08:04:34.443445
user_0011,2025-08-17,buy,KR,SK텔레콤,72,109647,7894584,1184.1876,0,2025-08-17T08:04:34.443448
user_0011,2025-08-08,sell,KR,카카오,45,181406,8163270,1224.4904999999999,-72202,2025-08-08T08:04:34.443456
user_0011,2025-08-05,buy,US,AMZN,88,64,5632,0.8447999999999999,0,2025-08-05T08:04:34.443460
user_0011,2025-08-04,sell,KR,KB금융,95,153125,14546875,2182.03125,-1528810,2025-08-04T08:04:34.443463
user_0011,2025-07-30,sell,US,AMD,77,482,37114,5.5671,4452,2025-07-30T08:04:34.443469
user_0011,2025-07-27,buy,US,GOOGL,79,222,17538,2.6306999999999996,0,2025-07-27T08:04:34.443473
user_0011,2025-07-21,sell,US,META,31,162,5022,0.7533,833,2025-07-21T08:04:34.443479
user_0011,2025-07-16,buy,US,ADBE,68,142,9656,1.4484,0,2025-07-16T08:04:34.443485
user_0011,2025-07-14,buy,KR,기아,14,28940,405160,60.773999999999994,0,2025-07-14T08:04:34.443488
user_0011,2025-07-09,sell,US,INTC,68,402,27336,4.1004,-2164,2025-07-09T08:04:34.443494
user_0011,2025-07-03,buy,US,ROKU,28,134,3752,0.5628,0,2025-07-03T08:04:34.443500
user_0011,2025-07-01,sell,US,NFLX,9,357,3213,0.48194999999999993,330,2025-07-01T08:04:34.443504
user_0011,2025-06-28,sell,KR,KT&G,57,127868,7288476,1093.2713999999999,983011,2025-06-28T08:04:34.443508
user_0011,2025-06-27,sell,KR,현대모비스,52,117283,6098716,914.8073999999999,-142516,2025-06-27T08:04:34.443512
user_0011,2025-06-26,buy,KR,SK하이닉스,22,143292,3152424,472.86359999999996,0,2025-06-26T08:04:34.443516
user_0011,2025-06-24,sell,US,META,93,204,18972,2.8457999999999997,-764,2025-06-24T08:04:34.443519
user_0011,2025-06-17,sell,KR,우리금융지주,48,73586,3532128,529.8191999999999,18237,2025-06-17T08:04:34.443526
user_0011,2025-06-13,sell,US,META,71,477,33867,5.08005,6140,2025-06-13T08:04:34.443531
user_0012,2025-08-27,sell,KR,SK텔레콤,5,132978,664890,99.73349999999999,40943,2025-08-27T08:04:34.443561
user_0012,2025-08-23,sell,US,PYPL,90,141,12690,1.9034999999999997,2447,2025-08-23T08:04:34.443567
user_0012,2025-08-06,buy,US,ADBE,9,306,2754,0.41309999999999997,0,2025-08-06T08:04:34.443578
user_0012,2025-07-31,sell,US,AMD,26,26,676,0.10139999999999999,-32,2025-07-31T08:04:34.443584
user_0012,2025-07-27,sell,US,SPOT,4,494,1976,0.2964,-2,2025-07-27T08:04:34.443589
user_0012,2025-07-23,sell,KR,카카오,99,93447,9251253,1387.6879499999998,-856766,2025-07-23T08:04:34.443595
user_0012,2025-07-18,buy,KR,기아,3,13805,41415,6.212249999999999,0,2025-07-18T08:04:34.443601
user_0012,2025-07-12,sell,US,NVDA,23,142,3266,0.48989999999999995,-110,2025-07-12T08:04:34.443607
user_0012,2025-07-09,sell,US,SPOT,62,487,30194,4.5291,4404,2025-07-09T08:04:34.443611
user_0012,2025-07-01,sell,KR,SK하이닉스,91,126874,11545534,1731.8301,-2265359,2025-07-01T08:04:34.443619
user_0012,2025-06-30,buy,KR,KB금융,53,160152,8488056,1273.2084,0,2025-06-30T08:04:34.443622
user_0012,2025-06-27,buy,US,SPOT,95,168,15960,2.3939999999999997,0,2025-06-27T08:04:34.443626
user_0012,2025-06-23,buy,KR,LG전자,86,158938,13668668,2050.3001999999997,0,2025-06-23T08:04:34.443631
user_0012,2025-06-21,buy,KR,카카오,5,30133,150665,22.599749999999997,0,2025-06-21T08:04:34.443635
user_0012,2025-06-14,sell,KR,LG화학,49,91430,4480070,672.0105,884998,2025-06-14T08:04:34.443641
user_0012,2025-06-13,buy,US,GOOGL,92,218,20056,3.0083999999999995,0,2025-06-13T08:04:34.443644
user_0013,2025-09-09,buy,KR,현대모비스,57,11536,657552,98.63279999999999,0,2025-09-09T08:04:34.443668
user_0013,2025-09-08,sell,US,SPOT,32,206,6592,0.9887999999999999,590,2025-09-08T08:04:34.443672
user_0013,2025-09-06,buy,KR,우리금융지주,98,149835,14683830,2202.5744999999997,0,2025-09-06T08:04:34.443676
user_0013,2025-09-05,buy,KR,LG화학,44,56719,2495636,374.3454,0,2025-09-05T08:04:34.443680
user_0013,2025-09-04,buy,US,UBER,29,258,7482,1.1222999999999999,0,2025-09-04T08:04:34.443683
user_0013,2025-08-31,sell,KR,KT&G,65,129669,8428485,1264.2727499999999,539555,2025-08-31T08:04:34.443688
user_0013,2025-08-25,buy,US,ZOOM,15,315,4725,0.70875,0,2025-08-25T08:04:34.443694
user_0013,2025-08-15,sell,US,PYPL,90,171,15390,2.3085,-725,2025-08-15T08:04:34.443702
user_0013,2025-08-13,buy,KR,KB금융,55,97246,5348530,802.2795,0,2025-08-13T08:04:34.443706
user_0013,2025-08-12,sell,US,SHOP,52,305,15860,2.379,-708,2025-08-12T08:04:34.443709
user_0013,2025-08-06,buy,US,ADBE,32,82,2624,0.39359999999999995,0,2025-08-06T08:04:34.443715
user_0013,2025-08-02,sell,KR,하나금융지주,27,29233,789291,118.39365,-154304,2025-08-02T08:04:34.443720
user_0013,2025-07-31,buy,KR,현대모비스,1,32427,32427,4.86405,0,2025-07-31T08:04:34.443724
user_0013,2025-07-29,buy,KR,KT&G,34,133466,4537844,680.6765999999999,0,2025-07-29T08:04:34.443728
user_0013,2025-07-21,sell,US,MSFT,57,42,2394,0.3591,-114,2025-07-21T08:04:34.443735
user_0013,2025-07-10,sell,KR,기아,22,164477,3618494,542.7741,-536695,2025-07-10T08:04:34.443743
user_0013,2025-07-09,sell,KR,롯데케미칼,81,192735,15611535,2341.7302499999996,-3112748,2025-07-09T08:04:34.443747
user_0013,2025-07-08,buy,US,GOOGL,20,445,8900,1.335,0,2025-07-08T08:04:34.443750
user_0013,2025-06-21,sell,KR,한국전력,11,20068,220748,33.112199999999994,-11036,2025-06-21T08:04:34.443762
user_0013,2025-06-16,buy,KR,LG전자,100,70940,7094000,1064.1,0,2025-06-16T08:04:34.443767
user_0014,2025-08-10,sell,US,UBER,74,365,27010,4.0515,3302,2025-08-10T08:04:34.443809
user_0014,2025-07-24,buy,US,PELOTON,16,228,3648,0.5471999999999999,0,2025-07-24T08:04:34.443822
user_0014,2025-07-11,buy,US,CRM,25,160,4000,0.6,0,2025-07-11T08:04:34.443832
user_0014,2025-07-01,sell,KR,하나금융지주,38,189726,7209588,1081.4381999999998,-117961,2025-07-01T08:04:34.443841
user_0014,2025-06-24,buy,US,AMD,31,265,8215,1.2322499999999998,0,2025-06-24T08:04:34.443848
user_0014,2025-06-22,sell,KR,신세계,5,171711,858555,128.78324999999998,36449,2025-06-22T08:04:34.443852
user_0015,2025-09-03,sell,US,PYPL,83,127,10541,1.5811499999999998,2082,2025-09-03T08:04:34.443884
user_0015,2025-08-31,sell,US,ROKU,58,53,3074,0.46109999999999995,235,2025-08-31T08:04:34.443889
user_0015,2025-08-10,sell,KR,신세계,94,108478,10196932,1529.5397999999998,1476481,2025-08-10T08:04:34.443903
user_0015,2025-07-10,sell,KR,롯데케미칼,29,81953,2376637,356.49555,-251729,2025-07-10T08:04:34.443923
user_0015,2025-06-18,sell,KR,현대차,1,54726,54726,8.2089,4970,2025-06-18T08:04:34.443938
user_0016,2025-08-14,sell,US,NFLX,100,221,22100,3.3149999999999995,-3198,2025-08-14T08:04:34.443978
user_0016,2025-08-11,buy,KR,카카오,22,195043,4290946,643.6419,0,2025-08-11T08:04:34.443984
user_0016,2025-08-04,buy,US,CRM,99,404,39996,5.9994,0,2025-08-04T08:04:34.443991
user_0016,2025-07-28,buy,US,AMD,37,174,6438,0.9656999999999999,0,2025-07-28T08:04:34.443997
user_0016,2025-07-22,sell,KR,신한지주,19,141915,2696385,404.45775,-133947,2025-07-22T08:04:34.444003
user_0016,2025-07-13,buy,KR,KB금융,52,23801,1237652,185.6478,0,2025-07-13T08:04:34.444011
user_0016,2025-07-01,buy,US,TSLA,18,15,270,0.040499999999999994,0,2025-07-01T08:04:34.444020
user_0016,2025-06-27,buy,KR,롯데케미칼,92,158664,14597088,2189.5631999999996,0,2025-06-27T08:04:34.444025
user_0017,2025-08-27,sell,KR,신한지주,19,24461,464759,69.71385,88980,2025-08-27T08:04:34.444061
user_0017,2025-08-02,buy,KR,POSCO,2,166360,332720,49.907999999999994,0,2025-08-02T08:04:34.444078
user_0017,2025-07-29,sell,US,ROKU,61,133,8113,1.21695,-1621,2025-07-29T08:04:34.444083
user_0017,2025-07-27,buy,KR,카카오,2,163361,326722,49.0083,0,2025-07-27T08:04:34.444087
user_0017,2025-07-24,buy,US,SQ,55,476,26180,3.9269999999999996,0,2025-07-24T08:04:34.444092
user_0017,2025-07-13,buy,KR,현대차,33,68510,2260830,339.12449999999995,0,2025-07-13T08:04:34.444100
user_0017,2025-06-29,buy,US,ADBE,14,399,5586,0.8379,0,2025-06-29T08:04:34.444110
user_0017,2025-06-22,sell,US,NVDA,29,129,3741,0.5611499999999999,-726,2025-06-22T08:04:34.444117
user_0018,2025-09-06,sell,KR,NAVER,81,143953,11660193,1749.02895,-1596182,2025-09-06T08:04:34.444146
user_0018,2025-09-05,sell,KR,한국전력,96,12398,1190208,178.53119999999998,205967,2025-09-05T08:04:34.444150
user_0018,2025-08-30,buy,US,AAPL,32,381,12192,1.8287999999999998,0,2025-08-30T08:04:34.444156
user_0018,2025-08-22,buy,KR,우리금융지주,77,101114,7785778,1167.8666999999998,0,2025-08-22T08:04:34.444163
user_0018,2025-08-21,sell,US,SHOP,48,275,13200,1.9799999999999998,1740,2025-08-21T08:04:34.444166
user_0019,2025-09-09,sell,KR,LG전자,3,137415,412245,61.836749999999995,76802,2025-09-09T08:04:34.444193
user_0019,2025-08-03,buy,US,SPOT,94,198,18612,2.7918,0,2025-08-03T08:04:34.444215
user_0019,2025-07-25,sell,KR,신한지주,55,41993,2309615,346.44224999999994,1064,2025-07-25T08:04:34.444223
user_0019,2025-07-17,buy,KR,카카오,89,82915,7379435,1106.91525,0,2025-07-17T08:04:34.444230
user_0019,2025-07-13,buy,US,SPOT,70,19,1330,0.19949999999999998,0,2025-07-13T08:04:34.444235
user_0019,2025-07-02,buy,US,META,37,45,1665,0.24974999999999997,0,2025-07-02T08:04:34.444243
user_0019,2025-06-21,buy,KR,현대차,51,177864,9071064,1360.6596,0,2025-06-21T08:04:34.444252
user_0020,2025-08-16,buy,US,AMD,73,135,9855,1.4782499999999998,0,2025-08-16T08:04:34.444290
user_0020,2025-08-07,buy,KR,신한지주,37,130027,4810999,721.6498499999999,0,2025-08-07T08:04:34.444298
user_0020,2025-08-05,sell,US,GOOGL,67,311,20837,3.1255499999999996,2312,2025-08-05T08:04:34.444302
user_0020,2025-07-30,sell,US,INTC,11,81,891,0.13365,-54,2025-07-30T08:04:34.444309
user_0020,2025-06-15,buy,KR,SK텔레콤,30,113534,3406020,510.90299999999996,0,2025-06-15T08:04:34.444335
user_0021,2025-08-08,sell,KR,신한지주,53,42363,2245239,336.78585,-350497,2025-08-08T08:04:34.444378
user_0021,2025-07-26,buy,KR,삼성전자,20,97331,1946620,291.993,0,2025-07-26T08:04:34.444389
user_0021,2025-07-18,buy,KR,현대모비스,55,62041,3412255,511.83824999999996,0,2025-07-18T08:04:34.444396
user_0021,2025-07-08,buy,US,MSFT,43,138,5934,0.8900999999999999,0,2025-07-08T08:04:34.444404
user_0021,2025-06-27,buy,US,SHOP,30,108,3240,0.48599999999999993,0,2025-06-27T08:04:34.444412
user_0021,2025-06-22,sell,KR,신세계,35,190970,6683950,1002.5924999999999,944209,2025-06-22T08:04:34.444418
user_0021,2025-06-12,sell,US,CRM,16,240,3840,0.576,-395,2025-06-12T08:04:34.444426
user_0022,2025-08-12,buy,US,PYPL,69,447,30843,4.626449999999999,0,2025-08-12T08:04:34.444463
user_0022,2025-08-05,sell,US,AMD,46,38,1748,0.2622,308,2025-08-05T08:04:34.444471
user_0022,2025-07-19,sell,KR,현대모비스,8,102778,822224,123.33359999999999,-128499,2025-07-19T08:04:34.444483
user_0023,2025-08-20,sell,KR,우리금융지주,35,155157,5430495,814.5742499999999,83560,2025-08-20T08:04:34.444536
user_0023,2025-07-31,sell,US,CRM,45,460,20700,3.1049999999999995,-1861,2025-07-31T08:04:34.444550
user_0023,2025-07-30,sell,KR,POSCO,98,198067,19410566,2911.5849,-114370,2025-07-30T08:04:34.444554
user_0023,2025-07-19,sell,KR,KT&G,44,75496,3321824,498.27359999999993,263066,2025-07-19T08:04:34.444562
user_0023,2025-07-06,sell,KR,POSCO,74,112699,8339726,1250.9588999999999,-787220,2025-07-06T08:04:34.444572
user_0023,2025-07-01,buy,US,META,64,30,1920,0.288,0,2025-07-01T08:04:34.444578
user_0023,2025-06-30,sell,US,META,43,66,2838,0.42569999999999997,340,2025-06-30T08:04:34.444581
user_0023,2025-06-29,buy,US,NFLX,4,311,1244,0.1866,0,2025-06-29T08:04:34.444585
user_0024,2025-08-29,buy,KR,신세계,14,80689,1129646,169.44689999999997,0,2025-08-29T08:04:34.444621
user_0024,2025-08-17,sell,KR,롯데케미칼,37,86913,3215781,482.36715,-265202,2025-08-17T08:04:34.444631
user_0024,2025-08-16,buy,KR,우리금융지주,90,140011,12600990,1890.1484999999998,0,2025-08-16T08:04:34.444635
user_0024,2025-08-15,buy,US,PYPL,68,78,5304,0.7956,0,2025-08-15T08:04:34.444638
user_0024,2025-07-23,sell,KR,신세계,43,27764,1193852,179.0778,-45987,2025-07-23T08:04:34.444653
user_0024,2025-07-04,sell,US,SPOT,29,325,9425,1.4137499999999998,296,2025-07-04T08:04:34.444665
user_0024,2025-06-16,sell,US,AAPL,95,208,19760,2.9639999999999995,966,2025-06-16T08:04:34.444678
user_0025,2025-09-09,buy,US,SPOT,47,372,17484,2.6226,0,2025-09-09T08:04:34.444702
user_0025,2025-09-08,sell,KR,KT&G,38,10359,393642,59.046299999999995,24773,2025-09-08T08:04:34.444706
user_0025,2025-09-04,sell,US,GOOGL,91,141,12831,1.9246499999999997,447,2025-09-04T08:04:34.444711
user_0025,2025-08-25,buy,US,NVDA,17,191,3247,0.48705,0,2025-08-25T08:04:34.444719
user_0025,2025-08-23,sell,US,MSFT,49,422,20678,3.1016999999999997,3395,2025-08-23T08:04:34.444723
