user_id,stock_symbol,market,add_date,current_price,buy_orders,sell_orders,price_alerts,target_price,created_at
user_0006,삼성전자,KR,2024-12-07,60851,2,3,False,,2024-12-07T08:04:34.556263
user_0006,NH투자증권,KR,2025-08-08,147393,1,1,False,,2025-08-08T08:04:34.556266
user_0006,우리금융지주,KR,2025-01-21,141749,1,1,True,143790.03761532583,2025-01-21T08:04:34.556269
user_0006,신한지주,KR,2025-06-13,109451,4,1,True,107462.07646711048,2025-06-13T08:04:34.556273
user_0006,PYPL,US,2025-03-25,243,0,4,False,,2025-03-25T08:04:34.556276
user_0006,META,US,2025-07-06,326,3,3,True,325.4856031448607,2025-07-06T08:04:34.556280
user_0006,AMZN,US,2024-11-18,229,4,0,False,,2024-11-18T08:04:34.556283
user_0007,KB금융,KR,2024-09-14,163885,5,0,False,,2024-09-14T08:04:34.556303
user_0007,NAVER,KR,2024-12-26,52356,0,3,True,49549.76169894075,2024-12-26T08:04:34.556308
user_0007,SHOP,US,2025-01-14,187,1,4,True,175.3652934420368,2025-01-14T08:04:34.556311
user_0007,NVDA,US,2024-11-14,416,3,3,False,,2024-11-14T08:04:34.556315
user_0007,기아,KR,2024-12-02,44974,1,3,False,,2024-12-02T08:04:34.556318
user_0007,우리금융지주,KR,2024-11-14,168200,1,0,False,,2024-11-14T08:04:34.556321
user_0007,삼성전자,KR,2025-05-23,46536,0,0,True,47269.87617488548,2025-05-23T08:04:34.556324
user_0007,LG화학,KR,2025-02-23,174318,2,4,False,,2025-02-23T08:04:34.556328
user_0008,MSFT,US,2024-10-20,459,3,4,True,467.42829046681527,2024-10-20T08:04:34.556350
user_0008,SK텔레콤,KR,2025-07-15,112244,3,0,True,114429.56463751812,2025-07-15T08:04:34.556355
user_0008,한국전력,KR,2025-07-28,33905,0,2,False,,2025-07-28T08:04:34.556358
user_0009,PYPL,US,2024-11-12,132,3,3,False,,2024-11-12T08:04:34.556378
user_0009,NAVER,KR,2025-04-16,59423,5,1,True,55625.76178260257,2025-04-16T08:04:34.556382
user_0009,INTC,US,2025-01-24,497,2,1,False,,2025-01-24T08:04:34.556386
user_0009,우리금융지주,KR,2025-03-22,28854,4,5,True,31151.954105254365,2025-03-22T08:04:34.556389
user_0009,NVDA,US,2024-12-03,391,4,4,True,366.63453886574325,2024-12-03T08:04:34.556393
user_0009,SK하이닉스,KR,2025-03-29,145295,1,1,True,136101.46451306398,2025-03-29T08:04:34.556396
user_0009,KB금융,KR,2024-12-23,62439,4,2,True,56847.09539562024,2024-12-23T08:04:34.556399
user_0009,GOOGL,US,2025-06-04,60,3,1,True,61.04260237099886,2025-06-04T08:04:34.556403
user_0009,삼성전자,KR,2025-06-11,18441,3,5,False,,2025-06-11T08:04:34.556406
user_0009,하나금융지주,KR,2025-08-31,88563,0,2,True,87061.89337292785,2025-08-31T08:04:34.556414
user_0009,SK텔레콤,KR,2024-10-30,180167,3,2,False,,2024-10-30T08:04:34.556418
user_0010,KB금융,KR,2025-07-22,49079,5,1,False,,2025-07-22T08:04:34.556437
user_0010,하나금융지주,KR,2025-08-22,68431,4,0,False,,2025-08-22T08:04:34.556442
user_0010,UBER,US,2024-09-22,274,2,4,False,,2024-09-22T08:04:34.556445
user_0010,NVDA,US,2024-12-04,418,3,2,True,443.039640407922,2024-12-04T08:04:34.556448
user_0010,SK하이닉스,KR,2025-07-06,154016,0,0,True,159561.16087241287,2025-07-06T08:04:34.556452
user_0010,TSLA,US,2024-10-29,325,4,2,True,310.0299301320691,2024-10-29T08:04:34.556455
user_0010,SHOP,US,2024-12-08,143,5,3,False,,2024-12-08T08:04:34.556458
user_0010,AMZN,US,2025-07-31,49,2,3,True,52.36398369344113,2025-07-31T08:04:34.556462
user_0010,ZOOM,US,2025-06-22,447,2,4,True,407.54442499572224,2025-06-22T08:04:34.556465
user_0011,INTC,US,2024-10-10,443,3,1,True,408.33018061473234,2024-10-10T08:04:34.556485
user_0011,LG화학,KR,2025-06-02,143990,5,3,False,,2025-06-02T08:04:34.556490
user_0011,SHOP,US,2025-04-14,382,5,3,True,393.18260806311656,2025-04-14T08:04:34.556493
user_0011,POSCO,KR,2025-06-08,164183,0,3,True,161807.59345756515,2025-06-08T08:04:34.556497
user_0011,현대차,KR,2024-12-02,164518,4,3,False,,2024-12-02T08:04:34.556500
user_0011,KB금융,KR,2025-07-17,96773,1,5,True,96573.04217400485,2025-07-17T08:04:34.556504
user_0011,SPOT,US,2025-07-17,113,5,1,False,,2025-07-17T08:04:34.556507
user_0011,NVDA,US,2025-04-16,227,5,3,True,239.43262957809014,2025-04-16T08:04:34.556510
user_0011,기아,KR,2024-09-11,75332,3,3,False,,2024-09-11T08:04:34.556514
user_0011,UBER,US,2024-10-17,40,5,5,False,,2024-10-17T08:04:34.556517
user_0011,NH투자증권,KR,2025-03-12,137509,0,1,False,,2025-03-12T08:04:34.556520
user_0011,SK하이닉스,KR,2024-11-25,83416,3,0,False,,2024-11-25T08:04:34.556524
user_0011,현대모비스,KR,2025-07-19,176530,1,4,False,,2025-07-19T08:04:34.556527
user_0011,롯데케미칼,KR,2024-10-27,184935,0,3,False,,2024-10-27T08:04:34.556530
user_0011,AMD,US,2025-04-24,300,1,0,True,285.74303161508897,2025-04-24T08:04:34.556533
user_0012,NVDA,US,2025-07-15,485,2,1,False,,2025-07-15T08:04:34.556553
user_0012,MSFT,US,2024-11-26,448,2,0,True,454.22215062512106,2024-11-26T08:04:34.556557
user_0012,SK텔레콤,KR,2024-12-09,158080,5,2,False,,2024-12-09T08:04:34.556561
user_0012,PELOTON,US,2025-06-22,87,0,2,True,78.69275217612743,2025-06-22T08:04:34.556564
user_0012,우리금융지주,KR,2024-09-14,91093,4,4,False,,2024-09-14T08:04:34.556568
user_0012,SHOP,US,2024-11-16,95,5,2,False,,2024-11-16T08:04:34.556571
user_0012,SK하이닉스,KR,2024-09-12,168710,0,2,False,,2024-09-12T08:04:34.556575
user_0012,하나금융지주,KR,2024-11-05,140920,4,4,True,150732.6828889302,2024-11-05T08:04:34.556578
user_0012,현대차,KR,2024-09-09,71009,2,3,False,,2024-09-09T08:04:34.556581
user_0012,AMZN,US,2025-03-24,407,4,5,False,,2025-03-24T08:04:34.556585
user_0012,한국전력,KR,2025-06-21,168498,1,5,True,155048.38130949475,2025-06-21T08:04:34.556588
user_0013,ROKU,US,2025-02-02,376,0,5,False,,2025-02-02T08:04:34.556608
user_0013,UBER,US,2025-09-07,135,1,2,True,124.33107294828322,2025-09-07T08:04:34.556613
user_0013,CRM,US,2024-10-12,180,5,1,True,170.40069496976125,2024-10-12T08:04:34.556616
user_0013,ADBE,US,2024-10-22,243,3,4,False,,2024-10-22T08:04:34.556620
user_0013,INTC,US,2024-11-14,499,2,3,False,,2024-11-14T08:04:34.556623
user_0013,NVDA,US,2024-12-11,361,3,1,True,328.1508949039964,2024-12-11T08:04:34.556626
user_0013,신세계,KR,2025-08-16,59194,0,2,False,,2025-08-16T08:04:34.556629
user_0013,한국전력,KR,2025-01-25,78853,2,1,False,,2025-01-25T08:04:34.556633
user_0013,META,US,2024-11-23,99,3,5,False,,2024-11-23T08:04:34.556636
user_0013,SK텔레콤,KR,2024-09-10,117219,1,2,False,,2024-09-10T08:04:34.556639
user_0013,PYPL,US,2025-07-19,71,1,4,True,74.98086774510557,2025-07-19T08:04:34.556642
user_0013,신한지주,KR,2025-07-28,115847,5,5,False,,2025-07-28T08:04:34.556646
user_0014,삼성전자,KR,2025-04-20,67971,5,5,False,,2025-04-20T08:04:34.556665
user_0014,ROKU,US,2025-06-03,411,1,5,True,403.15702030358693,2025-06-03T08:04:34.556669
user_0014,NVDA,US,2024-11-23,139,2,3,False,,2024-11-23T08:04:34.556673
user_0014,SQ,US,2024-12-09,61,3,4,True,63.82562867486573,2024-12-09T08:04:34.556677
user_0014,현대차,KR,2025-07-20,171751,5,3,True,168804.8017548124,2025-07-20T08:04:34.556680
user_0014,ADBE,US,2025-01-16,283,0,2,True,276.8499225381896,2025-01-16T08:04:34.556684
user_0014,UBER,US,2025-04-28,93,2,2,True,93.72395590598747,2025-04-28T08:04:34.556687
user_0014,신세계,KR,2025-03-06,151175,4,4,False,,2025-03-06T08:04:34.556690
user_0015,한국전력,KR,2024-09-28,189031,0,4,True,188880.62163008822,2024-09-28T08:04:34.556710
user_0015,기아,KR,2025-04-01,129940,1,5,True,140112.52751680466,2025-04-01T08:04:34.556714
user_0015,카카오,KR,2025-08-18,41939,5,4,False,,2025-08-18T08:04:34.556717
user_0015,NAVER,KR,2025-07-06,145735,1,5,False,,2025-07-06T08:04:34.556721
user_0016,MSFT,US,2025-04-30,412,1,5,True,419.70567958706584,2025-04-30T08:04:34.556740
user_0016,PELOTON,US,2025-01-11,117,1,1,True,112.67991372423785,2025-01-11T08:04:34.556745
user_0016,LG전자,KR,2025-02-12,154906,5,4,True,143883.54562088381,2025-02-12T08:04:34.556748
user_0016,카카오,KR,2025-08-04,42384,4,3,True,44825.098346176026,2025-08-04T08:04:34.556751
user_0016,기아,KR,2025-08-15,184929,4,1,False,,2025-08-15T08:04:34.556755
user_0016,TSLA,US,2025-03-02,226,3,2,False,,2025-03-02T08:04:34.556758
user_0016,AMD,US,2024-11-02,392,2,3,False,,2024-11-02T08:04:34.556761
user_0016,META,US,2025-04-06,119,0,5,True,118.88282838263083,2025-04-06T08:04:34.556764
user_0017,삼성전자,KR,2024-09-14,76092,1,4,False,,2024-09-14T08:04:34.556784
user_0017,NVDA,US,2024-12-05,25,3,0,True,23.6670656026725,2024-12-05T08:04:34.556788
user_0017,PYPL,US,2024-10-28,284,3,3,True,285.64328529411824,2024-10-28T08:04:34.556791
user_0017,SHOP,US,2025-03-24,374,5,1,False,,2025-03-24T08:04:34.556795
user_0017,기아,KR,2025-01-04,150964,5,5,False,,2025-01-04T08:04:34.556799
user_0017,KT&G,KR,2025-08-29,13617,5,1,True,13659.752417624077,2025-08-29T08:04:34.556802
user_0017,NFLX,US,2025-08-18,301,3,5,True,284.8557589140563,2025-08-18T08:04:34.556805
user_0017,META,US,2025-07-18,83,2,5,False,,2025-07-18T08:04:34.556809
user_0017,INTC,US,2025-02-28,315,5,5,True,302.72532438616696,2025-02-28T08:04:34.556812
user_0018,신한지주,KR,2025-06-02,67646,2,0,False,,2025-06-02T08:04:34.556831
user_0018,ADBE,US,2025-01-21,261,4,2,False,,2025-01-21T08:04:34.556836
user_0018,우리금융지주,KR,2024-11-24,42731,5,5,True,44293.55324517213,2024-11-24T08:04:34.556839
user_0018,NVDA,US,2025-02-11,68,4,0,True,68.91538826374997,2025-02-11T08:04:34.556843
user_0018,AAPL,US,2024-09-30,21,0,0,False,,2024-09-30T08:04:34.556846
user_0018,KT&G,KR,2025-02-17,138416,5,0,True,138389.31299720917,2025-02-17T08:04:34.556849
user_0018,UBER,US,2024-11-23,173,1,3,False,,2024-11-23T08:04:34.556852
user_0018,하나금융지주,KR,2025-06-04,105736,4,1,True,96014.37479319374,2025-06-04T08:04:34.556856
user_0018,SK하이닉스,KR,2024-12-05,125380,0,0,True,113137.76996235865,2024-12-05T08:04:34.556859
user_0018,META,US,2025-05-05,114,2,3,False,,2025-05-05T08:04:34.556862
user_0019,ZOOM,US,2024-11-16,375,4,0,True,346.1873750953388,2024-11-16T08:04:34.556881
user_0019,META,US,2025-08-23,345,5,3,False,,2025-08-23T08:04:34.556886
user_0019,신세계,KR,2025-07-23,157435,5,3,False,,2025-07-23T08:04:34.556889
user_0019,MSFT,US,2025-02-16,348,5,4,True,322.4512453445295,2025-02-16T08:04:34.556892
user_0019,SHOP,US,2024-12-17,46,2,4,True,45.4299904387574,2024-12-17T08:04:34.556896
user_0020,SHOP,US,2025-01-14,346,2,5,False,,2025-01-14T08:04:34.556914
user_0020,ROKU,US,2024-10-02,410,0,3,True,395.6167845742853,2024-10-02T08:04:34.556918
user_0020,현대모비스,KR,2025-08-30,144802,5,1,True,154589.78988063903,2025-08-30T08:04:34.556921
user_0020,카카오,KR,2025-03-18,172852,5,1,False,,2025-03-18T08:04:34.556925
user_0021,LG화학,KR,2025-01-21,171606,5,5,True,166984.62398618337,2025-01-21T08:04:34.556944
user_0021,카카오,KR,2025-07-06,199021,1,1,False,,2025-07-06T08:04:34.556948
user_0021,신한지주,KR,2025-03-23,102681,0,1,False,,2025-03-23T08:04:34.556952
user_0021,ZOOM,US,2025-01-17,272,3,2,True,252.94526746558128,2025-01-17T08:04:34.556955
user_0021,현대차,KR,2024-12-09,189399,4,5,True,192949.03040726818,2024-12-09T08:04:34.556959
user_0021,GOOGL,US,2024-11-11,54,0,2,True,48.654723337227935,2024-11-11T08:04:34.556962
user_0021,NAVER,KR,2025-05-13,178489,2,1,True,191551.19339108502,2025-05-13T08:04:34.556966
user_0021,ADBE,US,2024-10-17,338,3,4,False,,2024-10-17T08:04:34.556969
user_0021,LG전자,KR,2025-04-02,49246,1,3,False,,2025-04-02T08:04:34.556972
user_0022,NH투자증권,KR,2025-05-20,15576,5,1,True,17038.830722963812,2025-05-20T08:04:34.556990
user_0022,AAPL,US,2025-06-09,214,2,0,False,,2025-06-09T08:04:34.556995
user_0022,LG화학,KR,2025-04-29,130905,0,4,True,118073.21202046497,2025-04-29T08:04:34.556998
user_0022,POSCO,KR,2024-11-03,155031,0,4,False,,2024-11-03T08:04:34.557002
user_0022,NVDA,US,2025-01-07,499,5,5,False,,2025-01-07T08:04:34.557005
user_0023,ROKU,US,2024-09-09,261,5,4,False,,2024-09-09T08:04:34.557025
user_0023,LG화학,KR,2025-07-21,39779,1,4,True,41018.880355871646,2025-07-21T08:04:34.557029
user_0023,AMD,US,2025-09-06,168,1,4,False,,2025-09-06T08:04:34.557033
user_0023,SK텔레콤,KR,2025-09-03,131680,1,2,False,,2025-09-03T08:04:34.557036
user_0023,NAVER,KR,2024-11-16,148676,3,0,True,150560.8346149011,2024-11-16T08:04:34.557040
user_0023,SPOT,US,2025-06-17,218,1,4,False,,2025-06-17T08:04:34.557043
user_0023,KT&G,KR,2025-02-13,172184,4,3,False,,2025-02-13T08:04:34.557046
user_0023,PELOTON,US,2025-04-22,242,3,2,False,,2025-04-22T08:04:34.557049
user_0023,AMZN,US,2025-09-05,411,5,0,True,449.5955056680241,2025-09-05T08:04:34.557053
user_0024,ROKU,US,2025-01-18,352,2,1,True,353.9087445334825,2025-01-18T08:04:34.557071
user_0024,AMD,US,2025-04-19,112,0,4,False,,2025-04-19T08:04:34.557075
user_0024,SHOP,US,2025-01-13,259,3,4,False,,2025-01-13T08:04:34.557079
user_0024,ADBE,US,2025-06-29,182,4,3,True,198.73446635665982,2025-06-29T08:04:34.557082
user_0024,PYPL,US,2025-03-07,464,3,3,True,489.38375489741213,2025-03-07T08:04:34.557085
user_0025,NAVER,KR,2025-07-26,13777,4,4,False,,2025-07-26T08:04:34.557105
user_0025,SK텔레콤,KR,2025-02-15,54157,0,0,False,,2025-02-15T08:04:34.557109
user_0025,AAPL,US,2025-05-03,163,3,2,True,156.4795016491332,2025-05-03T08:04:34.557112
user_0025,NH투자증권,KR,2025-08-30,181611,1,2,False,,2025-08-30T08:04:34.557116
user_0025,PELOTON,US,2024-11-11,233,3,1,False,,2024-11-11T08:04:34.557119
user_0025,AMD,US,2024-10-22,49,0,5,True,47.96980406610853,2024-10-22T08:04:34.557123
user_0025,ZOOM,US,2025-01-22,255,0,0,False,,2025-01-22T08:04:34.557126
user_0025,현대모비스,KR,2024-11-24,29068,0,0,True,30580.17564981201,2024-11-24T08:04:34.557129
user_0025,하나금융지주,KR,2025-07-29,46334,2,3,True,47659.479027084184,2025-07-29T08:04:34.557133
user_0025,AMZN,US,2025-06-02,426,4,2,False,,2025-06-02T08:04:34.557136
user_0025,UBER,US,2024-11-15,123,3,1,True,111.42489832904451,2024-11-15T08:04:34.557139
user_0025,LG화학,KR,2025-01-25,144658,1,1,True,156731.72131169427,2025-01-25T08:04:34.557143
user_0025,GOOGL,US,2025-01-04,56,4,1,True,52.192564908876804,2025-01-04T08:04:34.557146
user_0025,현대차,KR,2024-09-10,52538,3,5,True,56618.693858967665,2024-09-10T08:04:34.557149
user_0025,우리금융지주,KR,2025-09-01,22065,1,5,True,21444.815535995378,2025-09-01T08:04:34.557152
user_0026,신세계,KR,2024-10-22,138796,2,2,False,,2024-10-22T08:04:34.557172
user_0026,AAPL,US,2025-04-12,63,5,4,True,62.263036090562046,2025-04-12T08:04:34.557176
user_0026,SPOT,US,2024-11-20,480,4,3,False,,2024-11-20T08:04:34.557180
user_0026,ROKU,US,2025-08-23,445,3,1,False,,2025-08-23T08:04:34.557183
user_0026,SK텔레콤,KR,2024-10-26,181937,0,3,False,,2024-10-26T08:04:34.557187
user_0026,SHOP,US,2025-04-02,298,3,5,False,,2025-04-02T08:04:34.557190
user_0026,기아,KR,2025-03-09,87670,3,0,False,,2025-03-09T08:04:34.557193
user_0026,GOOGL,US,2025-03-08,249,1,1,True,228.60442663447228,2025-03-08T08:04:34.557197
user_0026,POSCO,KR,2025-04-08,77119,5,4,True,77994.76836305173,2025-04-08T08:04:34.557200
user_0026,현대차,KR,2025-01-01,83732,0,5,True,86720.25343182583,2025-01-01T08:04:34.557203
user_0026,MSFT,US,2025-01-08,59,4,3,False,,2025-01-08T08:04:34.557206
user_0026,삼성전자,KR,2025-03-20,60364,4,1,True,59178.98845608837,2025-03-20T08:04:34.557210
user_0026,AMD,US,2025-04-18,334,2,0,True,311.4383937428233,2025-04-18T08:04:34.557213
user_0026,LG화학,KR,2025-04-02,113946,1,0,True,106965.10731024775,2025-04-02T08:04:34.557217
user_0026,우리금융지주,KR,2025-04-13,117596,4,4,False,,2025-04-13T08:04:34.557220
user_0026,NVDA,US,2025-01-04,357,2,0,True,324.9448729927156,2025-01-04T08:04:34.557223
user_0027,UBER,US,2025-03-29,214,3,5,False,,2025-03-29T08:04:34.557242
user_0027,NH투자증권,KR,2024-10-31,53969,3,1,True,55449.448295721544,2024-10-31T08:04:34.557246
user_0027,기아,KR,2025-08-09,173989,3,1,True,180358.2714639986,2025-08-09T08:04:34.557250
user_0028,PELOTON,US,2025-08-07,131,2,4,False,,2025-08-07T08:04:34.557269
user_0028,NFLX,US,2025-03-27,239,5,1,True,246.79453433880246,2025-03-27T08:04:34.557273
user_0028,POSCO,KR,2024-12-27,82009,0,2,True,81606.35444878637,2024-12-27T08:04:34.557277
user_0028,MSFT,US,2025-01-13,172,4,3,True,184.2071778698728,2025-01-13T08:04:34.557280
user_0028,SQ,US,2024-11-22,399,2,0,False,,2024-11-22T08:04:34.557283
user_0028,AAPL,US,2025-01-19,398,1,5,True,369.7380411156345,2025-01-19T08:04:34.557287
user_0028,삼성전자,KR,2025-06-26,143730,5,3,False,,2025-06-26T08:04:34.557290
user_0029,UBER,US,2024-10-15,19,3,5,False,,2024-10-15T08:04:34.557309
user_0029,PYPL,US,2025-01-13,57,4,3,False,,2025-01-13T08:04:34.557313
user_0029,AMZN,US,2025-04-16,38,2,2,False,,2025-04-16T08:04:34.557317
user_0029,카카오,KR,2025-04-19,151814,0,3,True,149487.40430064162,2025-04-19T08:04:34.557320
user_0029,PELOTON,US,2025-02-03,278,4,4,True,260.4935365739969,2025-02-03T08:04:34.557323
user_0029,AMD,US,2025-02-02,91,2,2,True,96.50759404068351,2025-02-02T08:04:34.557327
user_0029,롯데케미칼,KR,2025-05-18,106841,4,3,False,,2025-05-18T08:04:34.557330
user_0029,POSCO,KR,2025-05-23,34792,2,2,False,,2025-05-23T08:04:34.557333
user_0030,NH투자증권,KR,2025-04-08,39036,5,5,False,,2025-04-08T08:04:34.557352
user_0030,POSCO,KR,2025-03-31,122203,3,5,False,,2025-03-31T08:04:34.557357
user_0030,META,US,2025-01-06,334,1,3,False,,2025-01-06T08:04:34.557360
user_0030,NFLX,US,2025-07-05,376,2,5,False,,2025-07-05T08:04:34.557363
user_0030,우리금융지주,KR,2024-11-28,140068,2,4,False,,2024-11-28T08:04:34.557367
user_0030,MSFT,US,2025-06-12,84,3,5,True,86.36742575857306,2025-06-12T08:04:34.557370
user_0030,삼성전자,KR,2025-08-19,99965,4,4,False,,2025-08-19T08:04:34.557373
user_0030,LG전자,KR,2025-08-17,63853,0,4,True,68701.81082782969,2025-08-17T08:04:34.557377
user_0030,ZOOM,US,2024-12-21,337,1,0,True,332.0803313910173,2024-12-21T08:04:34.557380
user_0030,GOOGL,US,2025-04-03,17,1,4,True,15.45449604542252,2025-04-03T08:04:34.557383
user_0030,하나금융지주,KR,2024-09-30,52459,2,4,False,,2024-09-30T08:04:34.557387
user_0031,ROKU,US,2024-09-27,27,5,2,False,,2024-09-27T08:04:34.557405
user_0031,롯데케미칼,KR,2025-07-04,181136,0,3,False,,2025-07-04T08:04:34.557409
user_0031,SK텔레콤,KR,2025-08-29,116028,2,4,True,123616.78143733932,2025-08-29T08:04:34.557412
user_0032,기아,KR,2024-10-06,34016,1,1,True,31733.03657364327,2024-10-06T08:04:34.557430
user_0032,PELOTON,US,2025-03-16,231,4,5,True,225.23254533563815,2025-03-16T08:04:34.557435
user_0032,ZOOM,US,2024-12-18,271,3,1,False,,2024-12-18T08:04:34.557438
user_0032,신세계,KR,2024-12-27,16892,5,2,True,18142.711853435772,2024-12-27T08:04:34.557441
user_0032,AAPL,US,2025-07-14,181,0,0,True,179.61950158736315,2025-07-14T08:04:34.557445
user_0032,현대모비스,KR,2025-06-03,32135,2,2,True,33529.04772854311,2025-06-03T08:04:34.557448
user_0032,ADBE,US,2025-08-05,449,4,0,True,467.4322623226727,2025-08-05T08:04:34.557452
user_0033,NH투자증권,KR,2025-04-11,39127,4,1,False,,2025-04-11T08:04:34.557471
user_0033,삼성전자,KR,2024-11-01,46320,4,2,True,43670.33290903214,2024-11-01T08:04:34.557475
user_0033,기아,KR,2025-01-03,72386,1,5,True,65716.55953433085,2025-01-03T08:04:34.557479
user_0033,SK하이닉스,KR,2024-11-27,65605,3,2,True,59657.785684552175,2024-11-27T08:04:34.557482
user_0033,현대차,KR,2025-03-05,41834,1,1,False,,2025-03-05T08:04:34.557485
user_0033,TSLA,US,2025-01-28,129,2,1,True,141.36861768182322,2025-01-28T08:04:34.557488
user_0033,INTC,US,2025-02-14,342,4,5,False,,2025-02-14T08:04:34.557492
user_0033,ROKU,US,2025-02-06,270,1,5,False,,2025-02-06T08:04:34.557495
user_0033,POSCO,KR,2025-03-12,141481,2,2,False,,2025-03-12T08:04:34.557498
user_0033,ADBE,US,2024-09-25,252,5,4,False,,2024-09-25T08:04:34.557501
user_0033,KB금융,KR,2024-10-26,19628,1,0,True,21551.169103924454,2024-10-26T08:04:34.557505
user_0033,SPOT,US,2025-02-11,51,4,3,False,,2025-02-11T08:04:34.557508
user_0033,신한지주,KR,2024-12-28,183922,5,2,False,,2024-12-28T08:04:34.557511
