user_id,date,cash_balance,invested_amount,total_assets,timestamp
user_0005,2025-08-23,39503203.64955,9938513,49441716.64955,2025-08-23T08:04:34.615813
user_0005,2025-08-22,39397571.64955,9938513,49336084.64955,2025-08-22T08:04:34.615816
user_0005,2025-08-21,39425519.64955,9938513,49364032.64955,2025-08-21T08:04:34.615818
user_0005,2025-08-20,39405053.64955,9938513,49343566.64955,2025-08-20T08:04:34.615821
user_0005,2025-08-19,39350431.64955,9938513,49288944.64955,2025-08-19T08:04:34.615823
user_0005,2025-08-18,39503040.64955,9938513,49441553.64955,2025-08-18T08:04:34.615825
user_0005,2025-08-17,39505168.64955,9938513,49443681.64955,2025-08-17T08:04:34.615828
user_0005,2025-08-16,39433948.64955,9938513,49372461.64955,2025-08-16T08:04:34.615830
user_0005,2025-08-15,39420491.64955,9938513,49359004.64955,2025-08-15T08:04:34.615833
user_0005,2025-08-14,39497240.64955,9938513,49435753.64955,2025-08-14T08:04:34.615835
user_0005,2025-08-13,39442318.64955,9938513,49380831.64955,2025-08-13T08:04:34.615838
user_0005,2025-08-12,39417413.64955,9938513,49355926.64955,2025-08-12T08:04:34.615840
user_0005,2025-08-11,39502140.64955,9938513,49440653.64955,2025-08-11T08:04:34.615842
user_0006,2025-09-09,45184256.02595,-22710521,22473735.02595,2025-09-09T08:04:34.616439
user_0006,2025-09-08,45039537.02595,-22710521,22329016.02595,2025-09-08T08:04:34.616444
user_0006,2025-09-07,45226765.02595,-22710521,22516244.02595,2025-09-07T08:04:34.616447
user_0006,2025-09-06,45048106.02595,-22710521,22337585.02595,2025-09-06T08:04:34.616450
user_0006,2025-09-05,45177776.02595,-22710521,22467255.02595,2025-09-05T08:04:34.616453
user_0006,2025-09-04,45165446.02595,-22710521,22454925.02595,2025-09-04T08:04:34.616455
user_0006,2025-09-03,45217477.02595,-22710521,22506956.02595,2025-09-03T08:04:34.616458
user_0006,2025-09-02,45050612.02595,-22710521,22340091.02595,2025-09-02T08:04:34.616460
user_0006,2025-09-01,45064333.02595,-22710521,22353812.02595,2025-09-01T08:04:34.616463
user_0006,2025-08-31,45163811.02595,-22710521,22453290.02595,2025-08-31T08:04:34.616465
user_0006,2025-08-30,45191837.02595,-22710521,22481316.02595,2025-08-30T08:04:34.616468
user_0006,2025-08-29,45205310.02595,-22710521,22494789.02595,2025-08-29T08:04:34.616470
user_0006,2025-08-28,45217146.02595,-22710521,22506625.02595,2025-08-28T08:04:34.616473
user_0006,2025-08-27,45132026.02595,-22710521,22421505.02595,2025-08-27T08:04:34.616475
user_0006,2025-08-26,45165371.02595,-22710521,22454850.02595,2025-08-26T08:04:34.616478
user_0006,2025-08-25,45147242.02595,-22710521,22436721.02595,2025-08-25T08:04:34.616480
user_0006,2025-08-24,45087549.02595,-22710521,22377028.02595,2025-08-24T08:04:34.616483
user_0006,2025-08-23,45067819.02595,-22710521,22357298.02595,2025-08-23T08:04:34.616485
user_0006,2025-08-22,45160560.02595,-22710521,22450039.02595,2025-08-22T08:04:34.616487
user_0006,2025-08-21,45065039.02595,-22710521,22354518.02595,2025-08-21T08:04:34.616490
user_0006,2025-08-20,45208819.02595,-22710521,22498298.02595,2025-08-20T08:04:34.616492
user_0006,2025-08-19,45117478.02595,-22710521,22406957.02595,2025-08-19T08:04:34.616495
user_0006,2025-08-18,45177243.02595,-22710521,22466722.02595,2025-08-18T08:04:34.616497
user_0006,2025-08-17,45139094.02595,-22710521,22428573.02595,2025-08-17T08:04:34.616500
user_0006,2025-08-16,45223488.02595,-22710521,22512967.02595,2025-08-16T08:04:34.616503
user_0006,2025-08-15,45053887.02595,-22710521,22343366.02595,2025-08-15T08:04:34.616505
user_0006,2025-08-14,45182340.02595,-22710521,22471819.02595,2025-08-14T08:04:34.616507
user_0006,2025-08-13,45116322.02595,-22710521,22405801.02595,2025-08-13T08:04:34.616510
user_0006,2025-08-12,45111383.02595,-22710521,22400862.02595,2025-08-12T08:04:34.616512
user_0006,2025-08-11,45201860.02595,-22710521,22491339.02595,2025-08-11T08:04:34.616515
user_0007,2025-09-09,29183616.6069,-6534038,22649578.6069,2025-09-09T08:04:34.617099
user_0007,2025-09-08,29350675.6069,-6534038,22816637.6069,2025-09-08T08:04:34.617104
user_0007,2025-09-07,29230488.6069,-6534038,22696450.6069,2025-09-07T08:04:34.617107
user_0007,2025-09-06,29196328.6069,-6534038,22662290.6069,2025-09-06T08:04:34.617109
user_0007,2025-09-05,29162819.6069,-6534038,22628781.6069,2025-09-05T08:04:34.617112
user_0007,2025-09-04,29303733.6069,-6534038,22769695.6069,2025-09-04T08:04:34.617115
user_0007,2025-09-03,29273937.6069,-6534038,22739899.6069,2025-09-03T08:04:34.617117
user_0007,2025-09-02,29254616.6069,-6534038,22720578.6069,2025-09-02T08:04:34.617120
user_0007,2025-09-01,29194698.6069,-6534038,22660660.6069,2025-09-01T08:04:34.617122
user_0007,2025-08-31,29253954.6069,-6534038,22719916.6069,2025-08-31T08:04:34.617124
user_0007,2025-08-30,29277367.6069,-6534038,22743329.6069,2025-08-30T08:04:34.617127
user_0007,2025-08-29,29228689.6069,-6534038,22694651.6069,2025-08-29T08:04:34.617129
user_0007,2025-08-28,29300945.6069,-6534038,22766907.6069,2025-08-28T08:04:34.617132
user_0007,2025-08-27,29235091.6069,-6534038,22701053.6069,2025-08-27T08:04:34.617135
user_0007,2025-08-26,29312971.6069,-6534038,22778933.6069,2025-08-26T08:04:34.617137
user_0007,2025-08-25,29188071.6069,-6534038,22654033.6069,2025-08-25T08:04:34.617140
user_0007,2025-08-24,29315591.6069,-6534038,22781553.6069,2025-08-24T08:04:34.617142
user_0007,2025-08-23,29222988.6069,-6534038,22688950.6069,2025-08-23T08:04:34.617145
user_0007,2025-08-22,29166974.6069,-6534038,22632936.6069,2025-08-22T08:04:34.617147
user_0007,2025-08-21,29207913.6069,-6534038,22673875.6069,2025-08-21T08:04:34.617149
user_0007,2025-08-20,29284324.6069,-6534038,22750286.6069,2025-08-20T08:04:34.617152
user_0007,2025-08-19,29185884.6069,-6534038,22651846.6069,2025-08-19T08:04:34.617155
user_0007,2025-08-18,29287858.6069,-6534038,22753820.6069,2025-08-18T08:04:34.617157
user_0007,2025-08-17,29245994.6069,-6534038,22711956.6069,2025-08-17T08:04:34.617160
user_0007,2025-08-16,29249495.6069,-6534038,22715457.6069,2025-08-16T08:04:34.617162
user_0007,2025-08-15,29246404.6069,-6534038,22712366.6069,2025-08-15T08:04:34.617164
user_0007,2025-08-14,29176497.6069,-6534038,22642459.6069,2025-08-14T08:04:34.617167
user_0007,2025-08-13,29323654.6069,-6534038,22789616.6069,2025-08-13T08:04:34.617170
user_0007,2025-08-12,29219074.6069,-6534038,22685036.6069,2025-08-12T08:04:34.617172
user_0007,2025-08-11,29330606.6069,-6534038,22796568.6069,2025-08-11T08:04:34.617175
user_0008,2025-09-09,72104911.41475,3240685,75345596.41475,2025-09-09T08:04:34.617757
user_0008,2025-09-08,72115844.41475,3240685,75356529.41475,2025-09-08T08:04:34.617762
user_0008,2025-09-07,72056048.41475,3240685,75296733.41475,2025-09-07T08:04:34.617766
user_0008,2025-09-06,72236780.41475,3240685,75477465.41475,2025-09-06T08:04:34.617768
user_0008,2025-09-05,72150966.41475,3240685,75391651.41475,2025-09-05T08:04:34.617771
user_0008,2025-09-04,72138007.41475,3240685,75378692.41475,2025-09-04T08:04:34.617774
user_0008,2025-09-03,72054272.41475,3240685,75294957.41475,2025-09-03T08:04:34.617777
user_0008,2025-09-02,72169811.41475,3240685,75410496.41475,2025-09-02T08:04:34.617779
user_0008,2025-09-01,72102819.41475,3240685,75343504.41475,2025-09-01T08:04:34.617782
user_0008,2025-08-31,72048235.41475,3240685,75288920.41475,2025-08-31T08:04:34.617784
user_0008,2025-08-30,72200526.41475,3240685,75441211.41475,2025-08-30T08:04:34.617787
user_0008,2025-08-29,72090001.41475,3240685,75330686.41475,2025-08-29T08:04:34.617790
user_0008,2025-08-28,72142894.41475,3240685,75383579.41475,2025-08-28T08:04:34.617792
user_0008,2025-08-27,72137690.41475,3240685,75378375.41475,2025-08-27T08:04:34.617795
user_0008,2025-08-26,72138773.41475,3240685,75379458.41475,2025-08-26T08:04:34.617798
user_0008,2025-08-25,72109139.41475,3240685,75349824.41475,2025-08-25T08:04:34.617800
user_0008,2025-08-24,72158734.41475,3240685,75399419.41475,2025-08-24T08:04:34.617803
user_0008,2025-08-23,72206506.41475,3240685,75447191.41475,2025-08-23T08:04:34.617806
user_0008,2025-08-22,72070870.41475,3240685,75311555.41475,2025-08-22T08:04:34.617808
user_0008,2025-08-21,72056278.41475,3240685,75296963.41475,2025-08-21T08:04:34.617811
user_0008,2025-08-20,72041287.41475,3240685,75281972.41475,2025-08-20T08:04:34.617814
user_0008,2025-08-19,72055016.41475,3240685,75295701.41475,2025-08-19T08:04:34.617816
user_0008,2025-08-18,72073579.41475,3240685,75314264.41475,2025-08-18T08:04:34.617819
user_0008,2025-08-17,72069331.41475,3240685,75310016.41475,2025-08-17T08:04:34.617822
user_0008,2025-08-16,72084017.41475,3240685,75324702.41475,2025-08-16T08:04:34.617825
user_0008,2025-08-15,72122514.41475,3240685,75363199.41475,2025-08-15T08:04:34.617828
user_0008,2025-08-14,72065683.41475,3240685,75306368.41475,2025-08-14T08:04:34.617830
user_0008,2025-08-13,72178563.41475,3240685,75419248.41475,2025-08-13T08:04:34.617833
user_0008,2025-08-12,72065708.41475,3240685,75306393.41475,2025-08-12T08:04:34.617836
user_0008,2025-08-11,72081833.41475,3240685,75322518.41475,2025-08-11T08:04:34.617838
user_0009,2025-09-09,57833339.33935,11259771,69093110.33935,2025-09-09T08:04:34.618589
user_0009,2025-09-08,58007306.33935,11259771,69267077.33935,2025-09-08T08:04:34.618601
user_0009,2025-09-07,57894160.33935,11259771,69153931.33935,2025-09-07T08:04:34.618604
user_0009,2025-09-06,57855680.33935,11259771,69115451.33935,2025-09-06T08:04:34.618607
user_0009,2025-09-05,57903370.33935,11259771,69163141.33935,2025-09-05T08:04:34.618610
user_0009,2025-09-04,57996445.33935,11259771,69256216.33935,2025-09-04T08:04:34.618612
user_0009,2025-09-03,57811845.33935,11259771,69071616.33935,2025-09-03T08:04:34.618615
user_0009,2025-09-02,57958882.33935,11259771,69218653.33935,2025-09-02T08:04:34.618618
user_0009,2025-09-01,57968447.33935,11259771,69228218.33935,2025-09-01T08:04:34.618620
user_0009,2025-08-31,57830453.33935,11259771,69090224.33935,2025-08-31T08:04:34.618623
user_0009,2025-08-30,57902516.33935,11259771,69162287.33935,2025-08-30T08:04:34.618626
user_0009,2025-08-29,57920423.33935,11259771,69180194.33935,2025-08-29T08:04:34.618629
user_0009,2025-08-28,57813138.33935,11259771,69072909.33935,2025-08-28T08:04:34.618631
user_0009,2025-08-27,57894832.33935,11259771,69154603.33935,2025-08-27T08:04:34.618634
user_0009,2025-08-26,57855851.33935,11259771,69115622.33935,2025-08-26T08:04:34.618636
user_0009,2025-08-25,57954232.33935,11259771,69214003.33935,2025-08-25T08:04:34.618639
user_0009,2025-08-24,57833154.33935,11259771,69092925.33935,2025-08-24T08:04:34.618642
user_0009,2025-08-23,57850808.33935,11259771,69110579.33935,2025-08-23T08:04:34.618645
user_0009,2025-08-22,57983089.33935,11259771,69242860.33935,2025-08-22T08:04:34.618647
user_0009,2025-08-21,57887164.33935,11259771,69146935.33935,2025-08-21T08:04:34.618650
user_0009,2025-08-20,57904032.33935,11259771,69163803.33935,2025-08-20T08:04:34.618653
user_0009,2025-08-19,57951999.33935,11259771,69211770.33935,2025-08-19T08:04:34.618656
user_0009,2025-08-18,57850688.33935,11259771,69110459.33935,2025-08-18T08:04:34.618658
user_0009,2025-08-17,57977809.33935,11259771,69237580.33935,2025-08-17T08:04:34.618661
user_0009,2025-08-16,57911920.33935,11259771,69171691.33935,2025-08-16T08:04:34.618663
user_0009,2025-08-15,57839961.33935,11259771,69099732.33935,2025-08-15T08:04:34.618666
user_0009,2025-08-14,57925349.33935,11259771,69185120.33935,2025-08-14T08:04:34.618668
user_0009,2025-08-13,57833252.33935,11259771,69093023.33935,2025-08-13T08:04:34.618671
user_0009,2025-08-12,57980934.33935,11259771,69240705.33935,2025-08-12T08:04:34.618674
user_0009,2025-08-11,57926621.33935,11259771,69186392.33935,2025-08-11T08:04:34.618676
user_0010,2025-09-09,74380881.3321,11994082,86374963.3321,2025-09-09T08:04:34.619328
user_0010,2025-09-08,74369107.3321,11994082,86363189.3321,2025-09-08T08:04:34.619338
user_0010,2025-09-07,74356423.3321,11994082,86350505.3321,2025-09-07T08:04:34.619341
user_0010,2025-09-06,74475494.3321,11994082,86469576.3321,2025-09-06T08:04:34.619344
user_0010,2025-09-05,74310181.3321,11994082,86304263.3321,2025-09-05T08:04:34.619346
user_0010,2025-09-04,74431320.3321,11994082,86425402.3321,2025-09-04T08:04:34.619349
user_0010,2025-09-03,74406378.3321,11994082,86400460.3321,2025-09-03T08:04:34.619352
user_0010,2025-09-02,74420845.3321,11994082,86414927.3321,2025-09-02T08:04:34.619354
user_0010,2025-09-01,74277990.3321,11994082,86272072.3321,2025-09-01T08:04:34.619357
user_0010,2025-08-31,74426453.3321,11994082,86420535.3321,2025-08-31T08:04:34.619360
user_0010,2025-08-30,74296639.3321,11994082,86290721.3321,2025-08-30T08:04:34.619362
user_0010,2025-08-29,74465645.3321,11994082,86459727.3321,2025-08-29T08:04:34.619365
user_0010,2025-08-28,74319956.3321,11994082,86314038.3321,2025-08-28T08:04:34.619368
user_0010,2025-08-27,74395346.3321,11994082,86389428.3321,2025-08-27T08:04:34.619370
user_0010,2025-08-26,74450262.3321,11994082,86444344.3321,2025-08-26T08:04:34.619373
user_0010,2025-08-25,74385440.3321,11994082,86379522.3321,2025-08-25T08:04:34.619376
user_0010,2025-08-24,74472726.3321,11994082,86466808.3321,2025-08-24T08:04:34.619379
user_0010,2025-08-23,74319249.3321,11994082,86313331.3321,2025-08-23T08:04:34.619382
user_0010,2025-08-22,74410144.3321,11994082,86404226.3321,2025-08-22T08:04:34.619384
user_0010,2025-08-21,74285794.3321,11994082,86279876.3321,2025-08-21T08:04:34.619387
user_0010,2025-08-20,74380087.3321,11994082,86374169.3321,2025-08-20T08:04:34.619390
user_0010,2025-08-19,74338799.3321,11994082,86332881.3321,2025-08-19T08:04:34.619393
user_0010,2025-08-18,74288475.3321,11994082,86282557.3321,2025-08-18T08:04:34.619395
user_0010,2025-08-17,74337212.3321,11994082,86331294.3321,2025-08-17T08:04:34.619398
user_0010,2025-08-16,74352006.3321,11994082,86346088.3321,2025-08-16T08:04:34.619401
user_0010,2025-08-15,74455223.3321,11994082,86449305.3321,2025-08-15T08:04:34.619404
user_0010,2025-08-14,74403279.3321,11994082,86397361.3321,2025-08-14T08:04:34.619406
user_0010,2025-08-13,74289433.3321,11994082,86283515.3321,2025-08-13T08:04:34.619409
user_0010,2025-08-12,74369026.3321,11994082,86363108.3321,2025-08-12T08:04:34.619412
user_0010,2025-08-11,74403867.3321,11994082,86397949.3321,2025-08-11T08:04:34.619414
user_0011,2025-09-09,82730324.2328,-29915802,52814522.23280001,2025-09-09T08:04:34.620579
user_0011,2025-09-08,82913035.2328,-29915802,52997233.23280001,2025-09-08T08:04:34.620602
user_0011,2025-09-07,82795857.2328,-29915802,52880055.23280001,2025-09-07T08:04:34.620606
